pathwayname,genelist,genecount
Phase II - Conjugation of compounds,"['NAT1', 'NAT2', 'AHCY', 'COMT', 'CYP1A2', 'ESD', 'GGT1', 'GGT7', 'GGT5', 'GCLC', 'GCLM', 'GSS', 'GSTA1', 'GSTA2', 'GSTA3', 'GSTA4', 'GSTM1', 'GSTM2', 'GSTM3', 'GSTM4', 'GSTM5', 'GSTP1', 'GSTT1', 'GSTT2', 'GSTZ1', 'MAT2A', 'MGST1', 'MGST2', 'MGST3', 'MTR', 'MTRR', 'NNMT', 'SULT1E1', 'SULT1A2', 'SULT1A1', 'SULT1C2', 'SULT2A1', 'TPMT', 'UGDH', 'UGP2', 'GSTO1', 'AKR1A1', 'BPNT1', 'SLC35D1', 'SULT4A1', 'OPLAH', 'SULT1C4', 'SULT1B1', 'HPGDS', 'MAT2B', 'N6AMT1', 'PODXL2', 'TRMT112', 'UGT1A10', 'UGT1A4', 'UGT1A1', 'IMPAD1', 'ABHD10', 'CNDP2', 'AS3MT', 'GGCT', 'ABHD14B', 'GSTO2', 'GGT6', 'GSTA5', 'GSTK1', 'SULT6B1', 'SULT1A4', 'GSTT2B']",69
Glutathione conjugation,"['ESD', 'GGT1', 'GGT7', 'GGT5', 'GCLC', 'GCLM', 'GSS', 'GSTA1', 'GSTA2', 'GSTA3', 'GSTA4', 'GSTM1', 'GSTM2', 'GSTM3', 'GSTM4', 'GSTM5', 'GSTP1', 'GSTT1', 'GSTT2', 'GSTZ1', 'MGST1', 'MGST2', 'MGST3', 'GSTO1', 'AKR1A1', 'OPLAH', 'HPGDS', 'CNDP2', 'GGCT', 'GSTO2', 'GGT6', 'GSTA5', 'GSTK1', 'GSTT2B']",34
Sensing of DNA Double Strand Breaks,"['ATM', 'KPNA2', 'MRE11', 'NBN', 'RAD50', 'KAT5']",6
Signaling by PDGF,"['GRB7', 'RAPGEF1', 'FURIN', 'PDGFB', 'PDGFRA', 'PDGFRB', 'PLCG1', 'PTPN11', 'PTPN12', 'RASA1', 'SOS1', 'SRC', 'BCAR1', 'PDGFD']",14
VEGF ligand-receptor interactions,"['VEGFD', 'FLT1', 'FLT4', 'KDR', 'PGF', 'VEGFA', 'VEGFB', 'VEGFC']",8
VEGF binds to VEGFR leading to receptor dimerization,"['VEGFD', 'FLT1', 'FLT4', 'KDR', 'PGF', 'VEGFA', 'VEGFB', 'VEGFC']",8
Downregulation of SMAD2/3:SMAD4 transcriptional activity,"['PARP1', 'HDAC1', 'SMAD4', 'PPM1A', 'USP9X', 'NEDD4L', 'TRIM33', 'SMURF2']",8
CaM pathway,"['GRK2', 'CALM3', 'CAMK4', 'CAMK2B', 'CAMK2G', 'CREB1', 'KPNA2', 'PDE1A', 'PDE1C', 'PDE1B', 'PRKAR2A', 'NBEA']",12
Calmodulin induced events,"['GRK2', 'CALM3', 'CAMK4', 'CAMK2B', 'CAMK2G', 'CREB1', 'KPNA2', 'PDE1A', 'PDE1C', 'PDE1B', 'PRKAR2A', 'NBEA']",12
CaMK IV-mediated phosphorylation of CREB,"['CALM3', 'CAMK4', 'CAMK2B', 'CAMK2G', 'CREB1', 'KPNA2']",6
Pre-NOTCH Processing in Golgi,"['B4GALT1', 'NOTCH1', 'NOTCH2', 'NOTCH3', 'NOTCH4', 'FURIN', 'RAB6A', 'SEL1L', 'TMED2']",9
NOTCH4 Intracellular Domain Regulates Transcription,"['ACTA2', 'CREBBP', 'EP300', 'FLT4', 'HES1', 'RBPJ', 'SMAD3', 'NOTCH2', 'NOTCH4', 'HEY1', 'HEY2', 'HES5']",12
Repression of WNT target genes,"['TLE5', 'HDAC1', 'TLE1', 'TLE2', 'TLE3', 'TLE4']",6
Formation of the beta-catenin:TCF transactivating complex,"['RUNX3', 'CTNNB1', 'HDAC1', 'MEN1', 'MYC', 'RBBP5', 'SMARCA4', 'TERT', 'TLE1', 'TLE2', 'TLE3', 'TLE4', 'KMT2D', 'HIST3H3', 'TRRAP', 'AXIN2', 'RUVBL1', 'ASH2L', 'KAT5', 'CDC73', 'LEO1', 'HIST2H4B']",22
Deactivation of the beta-catenin transactivating complex,"['APC', 'XIAP', 'CTBP1', 'CTNNB1', 'HDAC1', 'MEN1', 'RBBP5', 'TLE1', 'TLE2', 'TLE3', 'TLE4', 'XPO1', 'YWHAZ', 'KMT2D', 'BTRC', 'ASH2L', 'CBY1', 'CTNNBIP1', 'CHD8']",19
RAF activation,"['MARK3', 'MAP3K11', 'PHB', 'YWHAB', 'BRAP', 'KSR1']",6
DAG and IP3 signaling,"['GRK2', 'CALM3', 'CAMK4', 'CAMK2B', 'CAMK2G', 'CREB1', 'KPNA2', 'PDE1A', 'PDE1C', 'PDE1B', 'PLCG1', 'PRKAR2A', 'AHCYL1', 'NBEA']",14
RHO GTPases regulate CFTR trafficking,"['CFTR', 'RHOQ', 'GOPC']",3
PTK6 Expression,"['EPAS1', 'NR3C1', 'PTK6', 'PELP1']",4
Regulation of gene expression by Hypoxia-inducible Factor,"['ARNT', 'CA9', 'CREBBP', 'EP300', 'EPO', 'VEGFA', 'CITED2', 'HIGD1A']",8
Muscle contraction,"['ANXA1', 'ANXA2', 'ANXA6', 'ASPH', 'ATP2B4', 'CALD1', 'CALM3', 'CAV3', 'CLIC2', 'NKX2-5', 'DES', 'DMD', 'DMPK', 'FKBP1B', 'GATA4', 'ITGA1', 'ITGB5', 'KCNH2', 'KCNJ11', 'KCNK1', 'KCNK2', 'KCNK3', 'KCNQ1', 'MYH11', 'MYLK', 'NEB', 'NOS1', 'NPPA', 'NPPC', 'NPR1', 'NPR2', 'PLN', 'PRKACA', 'PXN', 'SLN', 'SRI', 'STIM1', 'TBX5', 'TLN1', 'TNNI3', 'TRPC1', 'TTN', 'VCL', 'VIM', 'DYSF', 'TCAP', 'KCNK5', 'KAT2B', 'KCNK6', 'ABCC9', 'KCNK7', 'AKAP9', 'SORBS3', 'TRDN', 'SORBS1', 'CORIN', 'AHCYL1', 'LMOD1', 'WWTR1', 'RANGRF', 'KCNK4', 'KCNK9', 'KCNK10', 'KCNK13', 'KCNK12', 'KCNK15', 'KCNK16', 'KCNK17', 'KCNK18', 'TRIM72']",70
Smooth Muscle Contraction,"['ANXA1', 'ANXA2', 'ANXA6', 'CALD1', 'CALM3', 'CAV3', 'ITGA1', 'ITGB5', 'MYH11', 'MYLK', 'PXN', 'TLN1', 'VCL', 'DYSF', 'SORBS3', 'SORBS1', 'LMOD1', 'TRIM72']",18
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,"['CALM3', 'CAMK4', 'CAMK2B', 'CAMK2G', 'CREB1', 'KPNA2']",6
Mitotic G1 phase and G1/S transition,"['CCNA2', 'CCNB1', 'CCNE1', 'CCNH', 'CDK1', 'CDC6', 'CDC25A', 'CDK2', 'CDK7', 'CDKN1A', 'CDKN1B', 'CKS1B', 'DHFR', 'DYRK1A', 'E2F1', 'E2F4', 'HDAC1', 'MAX', 'MCM2', 'MCM3', 'MCM4', 'MCM5', 'MCM6', 'MCM7', 'MNAT1', 'MYBL2', 'MYC', 'ORC1', 'ORC2', 'ORC4', 'ORC5', 'PCNA', 'POLA1', 'POLE', 'POLE2', 'PRIM1', 'PRIM2', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'PTK6', 'RB1', 'RBBP4', 'RBL1', 'RBL2', 'RPA1', 'RPA2', 'RPA3', 'RRM2', 'SKP1', 'SKP2', 'TK1', 'TOP2A', 'TYMS', 'WEE1', 'SEM1', 'CDC7', 'CDC45', 'CUL1', 'CCNA1', 'PSMF1', 'PSMD6', 'PSME3', 'PSMD14', 'DBF4', 'ORC6', 'ORC3', 'POLA2', 'FBXO5', 'PPP2R3B', 'RPA4', 'GMNN', 'POLE3', 'MCM10', 'LIN37', 'POLE4', 'CDT1', 'MCM8', 'LIN52', 'CABLES1', 'LIN54', 'LIN9']",116
G0 and Early G1,"['CCNA2', 'CDK1', 'CDC6', 'CDC25A', 'CDK2', 'DYRK1A', 'E2F1', 'E2F4', 'HDAC1', 'MAX', 'MYBL2', 'MYC', 'PCNA', 'RBBP4', 'RBL1', 'RBL2', 'TOP2A', 'LIN37', 'LIN52', 'LIN54', 'LIN9']",21
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,"['CCNA2', 'CDK1', 'E2F1', 'HDAC1', 'MYBL2']",5
"Gamma carboxylation, hypusine formation and arylsulfatase activation","['BGLAP', 'DHPS', 'DPH1', 'DPH2', 'EEF2', 'F2', 'F7', 'F9', 'F10', 'GAS6', 'GGCX', 'FURIN', 'PROC', 'PROS1', 'PROZ', 'ICMT', 'SUMF2', 'DPH5', 'FN3K', 'FN3KRP', 'DOHH', 'DPH6', 'DPH7', 'DNAJC24', 'SUMF1', 'DPH3']",26
"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins","['BGLAP', 'F2', 'F7', 'F9', 'F10', 'GAS6', 'GGCX', 'FURIN', 'PROC', 'PROS1', 'PROZ']",11
Removal of aminoterminal propeptides from gamma-carboxylated proteins,"['BGLAP', 'F2', 'F7', 'F9', 'F10', 'GAS6', 'FURIN', 'PROC', 'PROS1', 'PROZ']",10
SUMOylation of chromatin organization proteins,"['CHD3', 'PHC1', 'PHC2', 'HDAC1', 'HDAC2', 'NUP88', 'RANBP2', 'RING1', 'RNF2', 'SATB1', 'SEC13', 'SUMO3', 'SUMO2', 'TPR', 'UBE2I', 'SUMO1', 'PCGF2', 'NUP214', 'AAAS', 'RAE1', 'CBX4', 'PIAS1', 'ZBED1', 'NUP155', 'NUP93', 'HDAC4', 'NUP153', 'NUP50', 'NUP42', 'NUP205', 'NUP210', 'NUP160', 'SATB2', 'CBX5', 'NUP188', 'SUZ12', 'NUP62', 'NUP54', 'NDC1', 'NUP133', 'NUP107', 'CBX8', 'NUP37', 'NUP85', 'PHC3', 'L3MBTL2', 'CBX2', 'NUP35', 'NUP43', 'HIST2H4B', 'COMMD3-BMI1']",51
Amyloid fiber formation,"['ADAM10', 'APCS', 'APP', 'CALB1', 'HSPG2', 'FURIN', 'PRKN', 'SIAH1', 'SNCA', 'SORL1', 'USP9X', 'UBE2L6', 'SNCAIP', 'NCSTN', 'BACE1', 'PSENEN']",16
"BMAL1:CLOCK,NPAS2 activates circadian gene expression","['ARNTL', 'AVP', 'DBP', 'F7', 'SERPINE1', 'PPARA', 'RXRA', 'TBL1X', 'BHLHE40', 'CLOCK', 'NAMPT', 'NOCT', 'KLF15', 'ARNTL2', 'BHLHE41', 'TBL1XR1']",16
Disorders of transmembrane transporters,"['APOA1', 'ABCC6', 'AVPR2', 'BSG', 'CFTR', 'CP', 'GCK', 'GCKR', 'KCNJ11', 'NUP88', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'RANBP2', 'SEC13', 'SEL1L', 'SLC3A1', 'SLC3A2', 'SLC6A2', 'VCP', 'SEM1', 'NUP214', 'AAAS', 'RAE1', 'SLC24A1', 'PSMF1', 'NUP155', 'NUP93', 'HEPH', 'PSMD6', 'NUP153', 'PSME3', 'PSMD14', 'SLC35A1', 'ERLIN1', 'NUP50', 'NUP42', 'SLC7A9', 'ERLIN2', 'NUP205', 'PSME4', 'NUP210', 'NUP160', 'NUP188', 'NUP62', 'SLCO1B3', 'SLC40A1', 'NUP54', 'SLC6A20', 'NDC1', 'NUP133', 'NUP107', 'SLC5A7', 'ABCG5', 'ABCG8', 'NUP37', 'NUP85', 'PSMB11', 'NUP35', 'PSMA8', 'SLC17A8', 'SLC9A9', 'NUP43']",97
ABC transporter disorders,"['APOA1', 'ABCC6', 'CFTR', 'KCNJ11', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'SEL1L', 'VCP', 'SEM1', 'PSMF1', 'PSMD6', 'PSME3', 'PSMD14', 'ERLIN1', 'ERLIN2', 'PSME4', 'ABCG5', 'ABCG8', 'PSMB11', 'PSMA8']",55
Defective CFTR causes cystic fibrosis,"['CFTR', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB6', 'PSMB7', 'PSMB8', 'PSMB9', 'PSMB10', 'PSMC1', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD1', 'PSMD2', 'PSMD3', 'PSMD4', 'PSMD5', 'PSMD7', 'PSMD8', 'PSMD9', 'PSMD10', 'PSMD11', 'PSMD12', 'PSMD13', 'PSME1', 'PSME2', 'SEL1L', 'VCP', 'SEM1', 'PSMF1', 'PSMD6', 'PSME3', 'PSMD14', 'ERLIN1', 'ERLIN2', 'PSME4', 'PSMB11', 'PSMA8']",50
Assembly Of The HIV Virion,"['FURIN', 'PPIA', 'TSG101', 'NMT2', 'VPS28', 'gag', 'gag-pol', 'vif', 'rev', 'env', 'nef']",11
Synthesis and processing of ENV and VPU,"['FURIN', 'env']",2
Protein localization,"['ACAA1', 'ACOX1', 'ASNA1', 'CAMLG', 'TIMM8A', 'GFER', 'HSD17B4', 'HSPA9', 'MTX1', 'PEX1', 'PEX6', 'PEX7', 'PEX10', 'PEX12', 'PEX13', 'PEX14', 'PHYH', 'PEX19', 'PEX2', 'SCP2', 'SGTA', 'WRB', 'BAG6', 'USP9X', 'UBL4A', 'PEX3', 'AGPS', 'PEX16', 'PMPCB', 'TOMM20', 'TOMM70', 'TOMM40', 'TIMM44', 'PITRM1', 'MTX2', 'PMPCA', 'SAMM50', 'TIMM10B', 'TIMM13', 'TIMM10', 'TIMM9', 'TIMM8B', 'TIMM21', 'TIMM22', 'PAM16', 'GET4', 'ZFAND6', 'TOMM7', 'PEX26', 'TOMM22', 'TIMM50', 'DNAJC19', 'CHCHD4', 'TYSND1', 'TOMM5', 'TOMM6', 'TIMM23']",57
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,"['APOE', 'CDKN1A', 'CGA', 'CREBBP', 'EGFR', 'EP300', 'ERBB2', 'ESR1', 'HSPD1', 'KIT', 'MYBL2', 'MYC', 'NOP2', 'NPM1', 'PITX2', 'TFAP2A', 'TFAP2B', 'TFAP2C', 'TGFA', 'UBE2I', 'SUMO1', 'VEGFA', 'YY1', 'DEK', 'YEATS4', 'CITED2', 'KDM5B', 'ATAD2', 'WWOX', 'KCTD15', 'CGB8', 'KCTD1']",32
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,"['CGA', 'EGFR', 'ERBB2', 'ESR1', 'KIT', 'TFAP2A', 'TFAP2B', 'TFAP2C', 'TGFA', 'VEGFA', 'YY1', 'ATAD2', 'CGB8']",13
Transcriptional Regulation by MECP2,"['BDNF', 'CAMK4', 'CREB1', 'CRH', 'FKBP5', 'FOXG1', 'GAD1', 'GAD2', 'GAMT', 'GRIA2', 'GRIN2A', 'GRIN2B', 'HTT', 'IRAK1', 'LBR', 'MEF2C', 'MET', 'MOBP', 'MOV10', 'OPRK1', 'OPRM1', 'PPARG', 'PTEN', 'PTPN1', 'PTPN4', 'PVALB', 'SGK1', 'SLC2A3', 'SOX2', 'TRPC3', 'HDAC3', 'AURKB', 'SIN3A', 'DLL1', 'HIPK2', 'DGCR8', 'RBFOX1', 'GPRIN1']",38
MECP2 regulates transcription factors,"['CREB1', 'MEF2C', 'PPARG', 'RBFOX1']",4
Epigenetic regulation of gene expression,"['ACTB', 'DNMT1', 'DNMT3A', 'DNMT3B', 'EP300', 'ERCC2', 'ERCC3', 'ERCC6', 'EZH2', 'KAT2A', 'GSK3B', 'GTF2H1', 'GTF2H2', 'GTF2H3', 'GTF2H4', 'HDAC1', 'HDAC2', 'JARID2', 'PHF1', 'POLR2E', 'POLR2F', 'POLR2H', 'POLR2K', 'POLR2L', 'RBBP4', 'RBBP7', 'SUV39H1', 'TBP', 'TDG', 'TTF1', 'UBTF', 'DEK', 'SMARCA5', 'EED', 'SAP30', 'KAT2B', 'MBD2', 'TAF1C', 'TAF1B', 'TAF1A', 'BAZ1B', 'DDX21', 'POLR1C', 'SAP18', 'MYBBP1A', 'CD3EAP', 'EHMT2', 'BAZ2A', 'CBX3', 'MTF2', 'RRP8', 'SIRT1', 'SF3B1', 'SUZ12', 'POLR1A', 'PHF19', 'SAP30BP', 'UHRF1', 'DNMT3L', 'ZNRD1', 'POLR1D', 'ARID4B', 'MBD3', 'TET2', 'POLR1E', 'SUDS3', 'TAF1D', 'SAP130', 'SAP30L', 'TET1', 'POLR1B', 'AEBP2', 'TET3', 'TWISTNB', 'GTF2H5', 'HIST2H4B']",76
Positive epigenetic regulation of rRNA expression,"['ACTB', 'EP300', 'ERCC6', 'KAT2A', 'GSK3B', 'HDAC1', 'HDAC2', 'POLR2E', 'POLR2F', 'POLR2H', 'POLR2K', 'POLR2L', 'RBBP4', 'RBBP7', 'TBP', 'TTF1', 'DEK', 'SMARCA5', 'KAT2B', 'TAF1C', 'TAF1B', 'TAF1A', 'BAZ1B', 'DDX21', 'POLR1C', 'MYBBP1A', 'CD3EAP', 'EHMT2', 'CBX3', 'SF3B1', 'POLR1A', 'ZNRD1', 'POLR1D', 'MBD3', 'POLR1E', 'TAF1D', 'POLR1B', 'TWISTNB', 'HIST2H4B']",39
Activation of rRNA Expression by ERCC6 (CSB) and EHMT2 (G9a),"['ERCC6', 'HDAC1', 'HDAC2', 'RBBP4', 'RBBP7', 'TTF1', 'EHMT2', 'CBX3', 'MBD3', 'HIST2H4B']",10
Negative epigenetic regulation of rRNA expression,"['DNMT1', 'DNMT3B', 'ERCC2', 'ERCC3', 'GTF2H1', 'GTF2H2', 'GTF2H3', 'GTF2H4', 'HDAC1', 'HDAC2', 'POLR2E', 'POLR2F', 'POLR2H', 'POLR2K', 'POLR2L', 'SUV39H1', 'TBP', 'TTF1', 'UBTF', 'SMARCA5', 'SAP30', 'MBD2', 'TAF1C', 'TAF1B', 'TAF1A', 'POLR1C', 'SAP18', 'CD3EAP', 'BAZ2A', 'RRP8', 'SIRT1', 'POLR1A', 'SAP30BP', 'ZNRD1', 'POLR1D', 'ARID4B', 'POLR1E', 'SUDS3', 'TAF1D', 'SAP130', 'SAP30L', 'POLR1B', 'TWISTNB', 'GTF2H5', 'HIST2H4B']",45
NoRC negatively regulates rRNA expression,"['DNMT1', 'DNMT3B', 'ERCC2', 'ERCC3', 'GTF2H1', 'GTF2H2', 'GTF2H3', 'GTF2H4', 'HDAC1', 'HDAC2', 'POLR2E', 'POLR2F', 'POLR2H', 'POLR2K', 'POLR2L', 'TBP', 'TTF1', 'UBTF', 'SMARCA5', 'SAP30', 'MBD2', 'TAF1C', 'TAF1B', 'TAF1A', 'POLR1C', 'SAP18', 'CD3EAP', 'BAZ2A', 'POLR1A', 'SAP30BP', 'ZNRD1', 'POLR1D', 'ARID4B', 'POLR1E', 'SUDS3', 'TAF1D', 'SAP130', 'SAP30L', 'POLR1B', 'TWISTNB', 'GTF2H5', 'HIST2H4B']",42
Regulation of TLR by endogenous ligand,"['APOB', 'CD14', 'CD36', 'HMGB1', 'LBP', 'S100A1', 'S100A8', 'S100A9', 'TLR1', 'TLR2', 'TLR4', 'TLR6', 'LY96']",13
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,"['ANXA2', 'ARF1', 'CA1', 'CAPZA1', 'CDC42', 'CFL1', 'CNN2', 'GSTA2', 'HNRNPA2B1', 'HNRNPF', 'HSPA9', 'IFNG', 'IL10', 'LCP1', 'LMNB1', 'MIF', 'MSN', 'MTAP', 'SERPINB2', 'PAK2', 'PITPNA', 'PPIA', 'PSME2', 'RALA', 'RAP1B', 'RPLP0', 'SNRPA1', 'SOD1', 'SOD2', 'STAT4', 'TALDO1', 'TCP1', 'AIP', 'GSTO1', 'HNRNPDL', 'PDCD4', 'BOLA2B']",37
tRNA processing,"['CSTF2', 'DDX1', 'TRDMT1', 'EPRS', 'HSD17B10', 'METTL1', 'NUP88', 'RAN', 'RANBP2', 'SEC13', 'TPR', 'NUP214', 'AAAS', 'LAGE3', 'RAE1', 'NUP155', 'NUP93', 'PRORP', 'LCMT2', 'NUP153', 'POP7', 'RPP30', 'RPP38', 'NUP50', 'POP4', 'WDR4', 'RPP40', 'CPSF4', 'POP1', 'CLP1', 'NUP42', 'RPP14', 'XPOT', 'NUP205', 'NUP210', 'NUP160', 'NUP188', 'ADAT1', 'NUP62', 'FTSJ1', 'MTO1', 'CPSF1', 'TPRKB', 'TRNT1', 'POP5', 'RTCB', 'TRMT112', 'TRMT6', 'RTRAF', 'NUP54', 'TRMT13', 'PUS7', 'TRIT1', 'NSUN2', 'CDKAL1', 'RPP25', 'DUS2', 'TRMT10C', 'THG1L', 'TRMT61B', 'TRMT12', 'TYW1', 'TRMT1', 'OSGEP', 'TRMU', 'NDC1', 'NUP133', 'NUP107', 'TRMT5', 'TRMT9B', 'TRMT11', 'ELAC2', 'THADA', 'NUP37', 'TSEN34', 'C2orf49', 'QTRT2', 'RPP21', 'NUP85', 'TSEN2', 'URM1', 'QTRT1', 'PUS3', 'GTPBP3', 'CTU1', 'ALKBH8', 'TRMT10A', 'TP53RK', 'ADAT3', 'TRMT61A', 'TSEN15', 'TYW3', 'NUP35', 'TYW5', 'ADAT2', 'TRMT44', 'NSUN6', 'FAM98B', 'TSEN54', 'ZBTB8OS', 'CTU2', 'NUP43']",102
tRNA processing in the nucleus,"['CSTF2', 'DDX1', 'NUP88', 'RAN', 'RANBP2', 'SEC13', 'TPR', 'NUP214', 'AAAS', 'RAE1', 'NUP155', 'NUP93', 'NUP153', 'POP7', 'RPP30', 'RPP38', 'NUP50', 'POP4', 'RPP40', 'CPSF4', 'POP1', 'CLP1', 'NUP42', 'RPP14', 'XPOT', 'NUP205', 'NUP210', 'NUP160', 'NUP188', 'NUP62', 'CPSF1', 'TRNT1', 'POP5', 'RTCB', 'RTRAF', 'NUP54', 'RPP25', 'NDC1', 'NUP133', 'NUP107', 'ELAC2', 'NUP37', 'TSEN34', 'C2orf49', 'RPP21', 'NUP85', 'TSEN2', 'TSEN15', 'NUP35', 'FAM98B', 'TSEN54', 'ZBTB8OS', 'NUP43']",53
